======================================================================================================================================================
MySQL SITE_MASTER vs site_url.txt URL 비교 결과
생성일시: 2025-11-12 16:12:54
======================================================================================================================================================

[전체 통계]
- 총 고유 사이트 수: 676개
- DB 레코드: 646개 (95.6% 커버리지)
- 파일 레코드: 365개 (54.0% 커버리지)
- 공통 사이트: 335개
  * URL 동일: 270개 (80.6%)
  * URL 다름: 65개 (19.4%)
- DB에만 있음: 311개
- 파일에만 있음: 30개

======================================================================================================================================================
[상세 비교 결과]
형식: 테이블URL | 파일URL | SITE_CODE | 결과
https://tongyeongcci.korcham.net/front/board/boardContents.do?cmid=6002&bid=000000000015 | https://tongyeongcci.korcham.net/front/board/boardContentsListPage.do?boardId=10374&menuId=1227 | tongyeongc | 불일치

■ DB에만 있음 (311개)
------------------------------------------------------------------------------------------------------------------------------------------------------
https://biz.k-seafoodtrade.kr/apply/export_list.php | (없음) | BIZ | DB에만존재
https://agrimst.com/bbs/board.php?bo_table=brd5_1&top=5&sub=1 | (없음) | agrimst | DB에만존재
https://uni.agrix.go.kr/webportal/community/portalViewNoticeList.do | (없음) | agrix | DB에만존재
API연계 | (없음) | bizInfo | DB에만존재
https://www.busan.go.kr/nongup/agricommunity11 | (없음) | busanagri | DB에만존재
https://ccei.creativekorea.or.kr/jeonbuk/custom/notice_list.do?&page=1 | (없음) | cceiJeonbuk | DB에만존재
https://ccei.creativekorea.or.kr/seoul/allim/allim_list.do?div_code=1 | (없음) | cceiSeoul | DB에만존재
https://changwoncci.korcham.net/front/board/boardContentsListPage.do?boardId=10039&menuId=3880 | (없음) | changwoncci | DB에만존재
https://cnnongup.chungnam.go.kr/board/B0013.cs?m=315 | (없음) | cnnongup | DB에만존재
https://ccon.kr/bbs/board.php?bo_table=bsnt | (없음) | ctia | DB에만존재
https://www.djbea.or.kr/pms/st/st_0205/list | (없음) | djbea | DB에만존재
https://www.sinbo.or.kr/sub04_01_01 | (없음) | djsinbo | DB에만존재
https://dgtp.or.kr/bbs/BoardControll.do?bbsId=BBSMSTR_000000000003 | (없음) | djtp | DB에만존재
https://www.epis.or.kr/board/list?boardManagementNo=7&level=2&menuNo=7&enYn=N | (없음) | epis7 | DB에만존재
https://eumseongcci.korcham.net/front/board/boardContents.do?cmid=6002&bid=000000000015 | (없음) | eumseongcc | DB에만존재
https://www.exportvoucher.com/portal/board/boardList?bbs_id=1 | (없음) | export_voucher | DB에만존재
https://fish.gg.go.kr/noti/27 | (없음) | fishgg | DB에만존재
https://gama.or.kr/bbs/?b_id=green_notice&site=basic&mn=1136 | (없음) | gama | DB에만존재
https://www.gjbizinfo.or.kr/online.do?pageId=www63 | (없음) | gepaGwangju | DB에만존재
https://www.gica.or.kr/Home/H40000/H40100/boardList | (없음) | gica | DB에만존재
https://lib.gjcity.go.kr/lay1/bbs/S1T82C3521/H/1/list.do | (없음) | gjcitylib | DB에만존재
https://www.gjtp.or.kr/home/business.cs | (없음) | gjtp | DB에만존재
https://gwangyangcci.korcham.net/front/board/boardContents.do?cmid=6002&bid=000000000015 | (없음) | gwangyangc | DB에만존재
https://www.gwep.or.kr/bbs/board.php?bo_table=gw_sub21 | (없음) | gwep | DB에만존재
https://eminwon.gwgs.go.kr/emwp/gov/mogaha/ntis/web/ofr/action/OfrAction.do | (없음) | gwgs | DB에만존재
https://www.gwjob.kr/gwjob/support_policy/support_apply | (없음) | gwjob | DB에만존재
https://www.gwjob.kr/gwjob/support_policy/support_apply | (없음) | gwjob1 | DB에만존재
https://gw.riia.or.kr/board/notice | (없음) | gwriia | DB에만존재
https://gyeongjucci.korcham.net/front/board/boardContents.do?cmid=6002&bid=000000000015 | (없음) | gyeongjucc | DB에만존재
https://haenamlocalfood.kr/bbs/board.php?bo_table=lf4_1 | (없음) | haenamlocalfood | DB에만존재
https://hwaseongcci.korcham.net/front/board/boardContentsListPage.do?boardId=11414&menuId=4885 | (없음) | hwaseongcci | DB에만존재
https://incheon.korcham.net/front/board/boardContentsListPage.do?boardId=51228&menuId=10130 | (없음) | incheoncci | DB에만존재
ttps://biz.k-seafoodtrade.kr/apply/export_list.php | (없음) | k-seafood | DB에만존재
API연계 | (없음) | kStartUp | DB에만존재
https://onlending.kdb.co.kr/index.jsp | (없음) | kdb | DB에만존재
https://www.kita.net/board/notice/noticeList.do | (없음) | kita_notice | DB에만존재
https://www.kmedihub.re.kr/index.do?menu_id=00000063 | (없음) | kmedihub | DB에만존재
https://www.koat.or.kr/board/business/list.do | (없음) | koat | DB에만존재
https://www.kofpi.or.kr/notice/notice_02.do | (없음) | kofpi | DB에만존재
https://www.liquorfesta.com/bbs/board.php?bo_table=notice | (없음) | liquorfesta | DB에만존재
http://mire.re.kr/sub4_4.php?PHPSESSID=e90e1c5af211a879b62c46091ad71dce | (없음) | mire | DB에만존재
https://ofsi.jeonnam.go.kr/ofsi/177/subview.do | (없음) | ofsi | DB에만존재
https://www.gov.kr/portal/locgovNews?Mcode=11182 | (없음) | prv | DB에만존재
https://www.andong.go.kr/portal/saeol/gosi/list.do?seCode=04&mId=0401020300 | (없음) | prv_andong | DB에만존재
https://www.anseong.go.kr/portal/saeol/gosiList.do?mId=0501040000&token=1757576243955 | (없음) | prv_anseong | DB에만존재
https://www.anyang.go.kr/main/emwsWebList.do?key=4101&searchGosiSe=01,04 | (없음) | prv_anyang | DB에만존재
https://www.boeun.go.kr/www/selectBbsNttList.do?bbsNo=66&key=194 | (없음) | prv_boeun | DB에만존재
https://www.boseong.go.kr/www/open_administration/city_news/notification | (없음) | prv_boseong | DB에만존재
https://www.buan.go.kr/board/list.buan?boardId=BBS_0000054&menuCd=DOM_000000103001003000&contentsSid=84&cpath= | (없음) | prv_buan | DB에만존재
https://www.busan.go.kr/nbgosi | (없음) | prv_busan | DB에만존재
https://www.changwon.go.kr/cwportal/10310/10438/10439.web | (없음) | prv_changwon | DB에만존재
https://www.cheongdo.go.kr/portal/saeol/gosi/list.do?mid=0301020000&token=1757579444532 | (없음) | prv_cheongdo | DB에만존재
https://www.chilgok.go.kr/portal/saeol/gosi/list.do?mId=0201030000 | (없음) | prv_chilgok | DB에만존재
https://www.chungju.go.kr/www/selectEminwonList.do?key=510&ofr_pageSize=10&ancmt_se_code=01,02,04,05&pageIndex=1 | (없음) | prv_chungju | DB에만존재
https://www.chungnam.go.kr/cnportal/province/province/list.do?menuNo=500487 | (없음) | prv_chungnam | DB에만존재
https://www.cng.go.kr/03517/01553.web | (없음) | prv_cng | DB에만존재
https://www.cs.go.kr/news/00002679/00006203.web | (없음) | prv_cs | DB에만존재
https://www.cwg.go.kr/www/selectBbsNttList.do?bbsNo=25&key=1226 | (없음) | prv_cwg | DB에만존재
https://www.daegu.go.kr/index.do?menu_id=00940170 | (없음) | prv_daegu | DB에만존재
https://www.daejeon.go.kr/drh/drhGosiList.do?gosigbn=A&menuSeq=1908 | (없음) | prv_daejeon | DB에만존재
https://www.ddc.go.kr/ddc/selectGosiList.do?key=340&not_ancmt_se_code=04 | (없음) | prv_ddc | DB에만존재
https://www.ddm.go.kr/www/selectEminwonWebList.do?key=3291&searchNotAncmtSeCode=01,02,04,05,06,07 | (없음) | prv_ddm | DB에만존재
https://www.dh.go.kr/www/selectBbsNttList.do?bbsNo=87&key=478 | (없음) | prv_dh | DB에만존재
https://www.djjunggu.go.kr/prog/saeolGosi/GOSI/sub03_06/list.do | (없음) | prv_djjunggu | DB에만존재
https://www.ep.go.kr/www/selectEminwonList.do?key=754&notAncmtSeCode=01 | (없음) | prv_ep | DB에만존재
https://www.eumseong.go.kr/www/selectEminwonList.do?key=352 | (없음) | prv_eumseong | DB에만존재
https://www.gangbuk.go.kr/portal/bbs/B0000245/list.do?menuNo=200082 | (없음) | prv_gangbuk | DB에만존재
https://www.ganghwa.go.kr/open_content/main/ganghwa/news/announce.jsp | (없음) | prv_ganghwa | DB에만존재
https://www.gangjin.go.kr/www/government/notice/gosi | (없음) | prv_gangjin | DB에만존재
https://www.gangnam.go.kr/notice/list.do?mid=ID05_040201 | (없음) | prv_gangnam | DB에만존재
https://www.gb.go.kr/Main/page.do?mnu_uid=6789&LARGE_CODE=720&MEDIUM_CODE=50&SMALL_CODE=10&SMALL_CODE2=30& | (없음) | prv_gb | DB에만존재
https://www.gbgs.go.kr/open_content/ko/page.do?mnu_uid=2160& | (없음) | prv_gbgs | DB에만존재
https://www.gbmg.go.kr/portal/saeol/gosi/list.do?mId=0301060000 | (없음) | prv_gbmg | DB에만존재
https://www.gc.go.kr/portal/saeol/gosi/list.do?seCode=01&mId=1202180100 | (없음) | prv_gc | DB에만존재
https://www.gccity.go.kr/portal/saeol/gosi/list.do?mId=0301040000 | (없음) | prv_gccity | DB에만존재
https://www.geochang.go.kr/00445/00451.web | (없음) | prv_geochang | DB에만존재
https://www.geoje.go.kr/index.geoje?menuCd=DOM_000008902001002001 | (없음) | prv_geoje | DB에만존재
https://www.geumjeong.go.kr/board/list.geumj?boardId=BBS_0000006&menuCd=DOM_000000124002003000&contentsSid=3857&cpath= | (없음) | prv_geumjeong | DB에만존재
https://www.geumsan.go.kr/kr/html/sub03/030302.html | (없음) | prv_geumsan | DB에만존재
https://www.gg.go.kr/bbs/board.do?bsIdx=469&menuId=1547#page=1 | (없음) | prv_gg | DB에만존재
https://www.gimhae.go.kr/03360/00023/00029.web | (없음) | prv_gimhae | DB에만존재
https://www.gimje.go.kr/board/list.gimje?boardId=BBS_0000044&menuCd=DOM_000000104003000000&contentsSid=196&cpath= | (없음) | prv_gimje | DB에만존재
https://www.gimpo.go.kr/portal/ntfcPblancList.do?key=1004&cate_cd=1&searchCnd=40900000000 | (없음) | prv_gimpo | DB에만존재
https://www.gjcity.go.kr/portal/saeol/gosi/list.do?mId=0202010000&token=1757577778347 | (없음) | prv_gjcity | DB에만존재
https://www.gm.go.kr/pt/user/nftcBbs/BD_selectNftcBbsList.do?q_nftcBbsCode=1001 | (없음) | prv_gm | DB에만존재
https://www.gn.go.kr/www/selectGosiNttList.do?key=263&searchGosiSe=01,04,06 | (없음) | prv_gn | DB에만존재
https://www.gochang.go.kr/index.gochang | (없음) | prv_gochang | DB에만존재
https://www.gokseong.go.kr/board/GosiList.do?menuNo=102001003000 | (없음) | prv_gokseong | DB에만존재
https://www.goryeong.go.kr/kor/boardList.do?IDX=154&BRD_ID=1023 | (없음) | prv_goryeong | DB에만존재
https://www.goseong.go.kr/board/list.goseong?boardId=BBS_0000015&menuCd=DOM_000000103001014000&contentsSid=29&cpath= | (없음) | prv_goseong | DB에만존재
https://www.gp.go.kr/portal/selectGosiList.do?key=2148&not_ancmt_se_code=01 | (없음) | prv_gp | DB에만존재
https://www.gumi.go.kr/portal/saeol/gosi/list.do?seCode=01&mid=0401040000&token=1757578906660 | (없음) | prv_gumi | DB에만존재
https://www.gunwi.go.kr/ko/page.do?mnu_uid=666&boardType=notice | (없음) | prv_gunwi | DB에만존재
https://www.guro.go.kr/www/selectBbsNttList.do?bbsNo=663&key=1791& | (없음) | prv_guro | DB에만존재
https://www.gwanak.go.kr/site/gwanak/ex/bbsNew/List.do?typeCode=1 | (없음) | prv_gwanak | DB에만존재
https://sido.gwangju.go.kr | (없음) | prv_gwangju | DB에만존재
https://www.gwangsan.go.kr/notList.do?pageId=www12&searchNotSe=01 | (없음) | prv_gwangsan | DB에만존재
https://gwangyang.go.kr/saeol/gosi.es?mid=a11005020000&type_code=02,04 | (없음) | prv_gwangyang | DB에만존재
https://state.gwd.go.kr/portal/bulletin/notification | (없음) | prv_gwd | DB에만존재
https://www.gyeongju.go.kr/open_content/ko/page.do?mnu_uid=423& | (없음) | prv_gyeongju | DB에만존재
https://www.gyeongnam.go.kr/index.gyeong?menuCd=DOM_000000135003009000 | (없음) | prv_gyeongnam | DB에만존재
https://gyeryong.go.kr/kr/html/sub03/030102.html | (없음) | prv_gyeryong | DB에만존재
https://www.gyeyang.go.kr/open_content/main/open_info/admin/gosi.jsp | (없음) | prv_gyeyang | DB에만존재
https://www.hadong.go.kr/media/00012.web | (없음) | prv_hadong | DB에만존재
https://www.haman.go.kr/00059/06642/06644.web | (없음) | prv_haman | DB에만존재
https://www.hampyeong.go.kr/pg/GosiList.do?pageId=www273 | (없음) | prv_hampyeong | DB에만존재
https://www.hc.go.kr | (없음) | prv_hc | DB에만존재
https://www.hongcheon.go.kr/www/selectEminwonList.do?key=278 | (없음) | prv_hongcheon | DB에만존재
https://www.hsg.go.kr/www/selectBbsNttList.do?bbsNo=65&key=821& | (없음) | prv_hsg | DB에만존재
https://www.icbp.go.kr/main/participation/news/announce.jsp | (없음) | prv_icbp | DB에만존재
https://www.icdonggu.go.kr/main/information/news/announce.jsp | (없음) | prv_icdonggu | DB에만존재
https://www.icheon.go.kr/portal/saeol/gosi/list.do?seCode=04&mid=0402020000&token=1757576221168 | (없음) | prv_icheon | DB에만존재
https://announce.incheon.go.kr/citynet/jsp/sap/SAPGosiBizProcess.do?command=searchList&flag=gosiGL&svp=Y&sido=ic | (없음) | prv_incheon | DB에만존재
https://www.inje.go.kr/portal/adm/bulletin/notify | (없음) | prv_inje | DB에만존재
https://www.jangheung.go.kr/www/organization/news/notification | (없음) | prv_jangheung | DB에만존재
https://www.jangseong.go.kr/home/www/news/jangseong/announcement | (없음) | prv_jangseong | DB에만존재
https://www.jecheon.go.kr/www/selectBbsNttList.do?bbsNo=18&key=5233 | (없음) | prv_jecheon | DB에만존재
http://sido.jeju.go.kr/citynet/jsp/sap/SAPGosiBizProcess.do?command=searchList&flag=gosiGL&svp=Y&sido=&conIfmStdt=2025-01-01&conIfmEnddt=2025-12-31 | (없음) | prv_jeju | DB에만존재
https://www.jeonbuk.go.kr/board/list.jeonbuk?boardId=BBS_0000129&menuCd=DOM_000000102002005000&contentsSid=1379&cpath= | (없음) | prv_jeonbuk | DB에만존재
https://www.jeonnam.go.kr/J0203/boardList.do?menuId=jeonnam0203000000 | (없음) | prv_jeonnam | DB에만존재
https://www.jindo.go.kr/home/gosi/general.cs?m=878 | (없음) | prv_jindo | DB에만존재
https://www.jongno.go.kr/portal/bbs/selectBoardList.do?bbsId=BBSMSTR_000000000271&menuId=1756&menuNo=1756 | (없음) | prv_jongno | DB에만존재
https://www.junggu.seoul.kr/content.do?cmsid=14232 | (없음) | prv_junggu | DB에만존재
https://www.jungnang.go.kr/portal/bbs/list/B0000117.do?menuNo=200475 | (없음) | prv_jungnang | DB에만존재
https://www.mapo.go.kr/site/main/nPortal/list | (없음) | prv_mapo | DB에만존재
https://www.michuhol.go.kr/main/board/list.do?board_code=board_13 | (없음) | prv_michuhol | DB에만존재
https://www.mokpo.go.kr/www/mokpo_news/notification/public_notice | (없음) | prv_mokpo | DB에만존재
https://www.muan.go.kr/www/openmuan/new/announcement | (없음) | prv_muan | DB에만존재
https://www.naju.go.kr/www/administration/notice/gosi_new | (없음) | prv_naju | DB에만존재
https://www.namdong.go.kr/main/news/announce.jsp | (없음) | prv_namdong | DB에만존재
https://www.namhae.go.kr/modules/saeol/gosi.do?&pageCd=SM010110000&siteGubun=socialm&_csrf_parameterName=CSRFToken&_csrf_token=952e47cb-a1d1-4abf-882c-4eb16efe2afd | (없음) | prv_namehae | DB에만존재
https://www.namwon.go.kr/board/post/list.do?boardUid=ff8080818ea1fec5018ea24137680031&menuUid=ff8080818e3beff0018e4077131b007a&sort=registerDt,desc | (없음) | prv_namwon | DB에만존재
https://www.nowon.kr/www/user/bbs/BD_selectBbsList.do?q_bbsCode=1003&q_clCode=0&q_estnColumn1=11&q_ntceSiteCode=11 | (없음) | prv_nowon | DB에만존재
https://www.oc.go.kr/www/selectBbsNttList.do?bbsNo=40&key=236& | (없음) | prv_oc | DB에만존재
https://www.ongjin.go.kr/open_content/main/community/board/announce.jsp | (없음) | prv_ongjin | DB에만존재
https://www.osan.go.kr/portal/saeol/gosi/list.do?mId=0302010000 | (없음) | prv_osan | DB에만존재
https://www.paju.go.kr/user/board/BD_board.list.do?bbsCd=1022&q_ctgCd=4063 | (없음) | prv_paju | DB에만존재
https://www.pocheon.go.kr/www/selectEminwonList.do?key=12563&notAncmtSeCode=01 | (없음) | prv_pocheon | DB에만존재
https://www.pohang.go.kr/portal/saeol/gosi/list.do?mid=0202010000&token=1757579474382 | (없음) | prv_pohang | DB에만존재
https://www.pyeongtaek.go.kr/pyeongtaek/saeol/gosiList.do?seCode=01&mId=0401020100 | (없음) | prv_pyeongtaek | DB에만존재
https://www.sacheon.go.kr/news/00009/00014.web | (없음) | prv_sacheon | DB에만존재
https://www.samcheok.go.kr/media/00084/00095.web | (없음) | prv_samcheok | DB에만존재
https://www.sancheong.go.kr/www/selectBbsNttList.do?key=158&bbsNo=118&integrDeptCode=&searchCtgry=%EC%9D%BC%EB%B0%98%EA%B3%B5%EA%B3%A0 | (없음) | prv_sancheong | DB에만존재
https://www.sb.go.kr/www/selectEminwonList.do?key=6977 | (없음) | prv_sb | DB에만존재
https://www.sd.go.kr/main/selectBbsNttList.do?bbsNo=184&key=1473& | (없음) | prv_sd | DB에만존재
https://www.sdm.go.kr/news/notice/notice.do | (없음) | prv_sdm | DB에만존재
https://www.sejong.go.kr/prog/publicNotice/kor/sub02_030301/C1_1/list.do | (없음) | prv_sejong | DB에만존재
https://www.seo.incheon.kr/open_content/main/community/news/gosi.jsp | (없음) | prv_seo | DB에만존재
https://www.seogu.gwangju.kr/api/eminwon/gosiXmlList.es?mid=a10807010000 | (없음) | prv_seogu | DB에만존재
https://www.seosan.go.kr/www/contents.do?key=1258 | (없음) | prv_seosan | DB에만존재
https://www.seoul.go.kr/news/news_notice.do#list/1 | (없음) | prv_seoul | DB에만존재
https://www.shinan.go.kr/home/www/openinfo/participation_07/participation_07_04/page.wscms | (없음) | prv_shinan | DB에만존재
https://www.siheung.go.kr/main/saeol/gosi/list.do?mId=0401040100 | (없음) | prv_siheung | DB에만존재
https://sj.go.kr/page.do?mnu_uid=1044& | (없음) | prv_sj | DB에만존재
https://www.songpa.go.kr/www/selectGosiList.do?key=2776& | (없음) | prv_songpa | DB에만존재
http://www.suncheon.go.kr/kr/news/0004/0005/0002/ | (없음) | prv_suncheon | DB에만존재
https://www.taebaek.go.kr/www/selectBbsNttList.do?bbsNo=25&key=352 | (없음) | prv_taebaek | DB에만존재
https://www.tongyeong.go.kr/00852/00853/00858.web | (없음) | prv_tongyeong | DB에만존재
https://www.ui4u.go.kr/portal/saeol/gosiList.do?seCode=01&mId=0301040000 | (없음) | prv_ui4u | DB에만존재
https://www.uiryeong.go.kr/board/list.uiryeong?boardId=BBS_0000070&menuCd=DOM_000000203003001001&contentsSid=201 | (없음) | prv_uiryung | DB에만존재
https://www.uljin.go.kr/index.uljin?menuCd=DOM_000000103002007000 | (없음) | prv_uljin | DB에만존재
https://www.ulleung.go.kr/ko/page.do?mnu_uid=571&boardType=notice | (없음) | prv_ulleung | DB에만존재
https://www.ulsan.go.kr/u/rep/transfer/notice/list.ulsan?mId=001004002000000000 | (없음) | prv_ulsan | DB에만존재
https://www.usc.go.kr/ko/page.do?mnu_uid=157&boardType=notice | (없음) | prv_usc | DB에만존재
https://www.wando.go.kr/wando/sub.cs?m=318 | (없음) | prv_wando | DB에만존재
https://www.wonju.go.kr/www/selectBbsNttList.do?bbsNo=140&key=216& | (없음) | prv_wonju | DB에만존재
https://www.yangcheon.go.kr/site/yangcheon/ex/seol/seolCollectList.do | (없음) | prv_yangcheon | DB에만존재
https://www.yanggu.go.kr/user_sub?gfnc=www&mu_idx=226 | (없음) | prv_yanggu | DB에만존재
https://www.yangsan.go.kr/portal/saeol/gosi/list.do?mid=0102010000&token=1757578379736 | (없음) | prv_yangsan | DB에만존재
https://www.yc.go.kr/portal/saeol/gosi/list.do?mId=0301040000 | (없음) | prv_yc | DB에만존재
https://www.yd.go.kr/?page_id=763 | (없음) | prv_yd | DB에만존재
https://www.yd21.go.kr/kr/html/sub02/020103.html | (없음) | prv_yd21 | DB에만존재
https://www.ydp.go.kr/www/selectEminwonList.do?menuFlag=01&key=2851& | (없음) | prv_ydp | DB에만존재
https://www.yeoju.go.kr/www/selectEminwonList.do?key=413 | (없음) | prv_yeoju | DB에만존재
https://www.yeongam.go.kr/home/www/open_information/yeongam_news/announcement/yeongam.go | (없음) | prv_yeongam | DB에만존재
https://www.yeongdo.go.kr/00000/00007/00013.web | (없음) | prv_yeongdo | DB에만존재
https://www.yeongju.go.kr/open_content/main/page.do?mnu_uid=10619&boardType=notice | (없음) | prv_yeongju | DB에만존재
https://www.yeonje.go.kr/portal/saeol/gosi/list.do?mId=0206030000 | (없음) | prv_yeonje | DB에만존재
https://www.yeosu.go.kr/www/govt/news/notify | (없음) | prv_yeosu | DB에만존재
https://www.yongsan.go.kr/portal/bbs/B0000095/list.do?optn1=01&pageUnit=&menuNo=200233&sdate=&edate=&searchWrd=&searchCnd= | (없음) | prv_yongsan | DB에만존재
https://www.yw.go.kr/www/selectBbsNttList.do?bbsNo=17&key=273 | (없음) | prv_yw | DB에만존재
https://www.yyg.go.kr/www/organization/yyg_news/notification | (없음) | prv_yyg | DB에만존재
https://eminwon.gp.go.kr/eminwon/portal/support/publicNotice/list.do | (없음) | prv_가평 | DB에만존재
https://eminwon.gangdong.go.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_강동 | DB에만존재
https://www.gwgs.go.kr/prog/saeolGosi/GOSI/kor/sub04_030401/list.do | (없음) | prv_고성군 | DB에만존재
https://eminwon.goyang.go.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_고양 | DB에만존재
https://eminwon.gochang.go.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_고창군 | DB에만존재
https://eminwon.goheung.go.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_고흥 | DB에만존재
https://eminwon.gongju.go.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_공주 | DB에만존재
https://www.gwangju.go.kr/contentsView.do?pageId=www791 | (없음) | prv_광주광역시 | DB에만존재
https://eminwon.namgu.gwangju.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_광주남 | DB에만존재
https://eminwon.donggu.gwangju.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_광주동 | DB에만존재
https://eminwon.bukgu.gwangju.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_광주북 | DB에만존재
https://www.gwangjin.go.kr/portal/bbs/B0000378/list.do?menuNo=200192 | (없음) | prv_광진구 | DB에만존재
https://eminwon.goesan.go.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_괴산 | DB에만존재
https://www.gurye.go.kr/board/GosiList.do?not_ancmt_se_code=01,04,06,07&menuNo=115004002001&pageIndex=1 | (없음) | prv_구례군 | DB에만존재
https://eminwon.guri.go.kr/eminwon/portal/support/publicNotice/list.do | (없음) | prv_구리 | DB에만존재
https://www.guri.go.kr/www/selectGosiNttList.do?key=387&searchGosiSe=01,04,06 | (없음) | prv_구리시 | DB에만존재
https://eminwon.gunsan.go.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_군산 | DB에만존재
https://eminwon.gunpo.go.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_군포 | DB에만존재
https://eminwon.geumcheon.go.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_금천 | DB에만존재
https://eminwon.gijang.go.kr/eminwon/portal/support/publicNotice/list.do | (없음) | prv_기장 | DB에만존재
https://www.gijang.go.kr/index.gijang?menuCd=DOM_000000101001002000 | (없음) | prv_기장군 | DB에만존재
https://eminwon.nyj.go.kr/eminwon/portal/support/publicNotice/list.do | (없음) | prv_남양주 | DB에만존재
https://www.nyj.go.kr/www/selectEminwonWebList.do?key=2492&sa1=01&sa1=02&sa1=04&sa1=05&sc4=2024 | (없음) | prv_남양주시 | DB에만존재
https://eminwon.namhae.go.kr/eminwon/portal/support/publicNotice/list.do | (없음) | prv_남해 | DB에만존재
https://eminwon.nonsan21.net/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_논산시 | DB에만존재
https://eminwon.danyang.go.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_단양 | DB에만존재
https://eminwon.dalseo.daegu.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_달서 | DB에만존재
https://eminwon.dalseong.daegu.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_달성 | DB에만존재
https://eminwon.damyang.jeonnam.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_담양 | DB에만존재
https://eminwon.dangjin.go.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_당진 | DB에만존재
https://eminwon.nam.daegu.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_대구남 | DB에만존재
https://eminwon.donggu.go.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_대구동 | DB에만존재
https://eminwon.buk.daegu.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_대구북 | DB에만존재
https://eminwon.dgs.go.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_대구서 | DB에만존재
https://eminwon.jung.daegu.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_대구중 | DB에만존재
https://eminwon.daedeok.go.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_대덕 | DB에만존재
https://eminwon.dong.daegu.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_대전동 | DB에만존재
https://eminwon.seogu.go.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_대전서 | DB에만존재
https://eminwon.djjunggu.go.kr/eminwon/portal/support/publicNotice/list.do | (없음) | prv_대전중 | DB에만존재
https://dobong.eminwon.seoul.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_도봉 | DB에만존재
https://eminwon.dongnae.go.kr/emwp/jsp/ofr/OfrNotAncmtL.jsp?not_ancmt_se_code=01,02,03,04,05&cpath= | (없음) | prv_동래 | DB에만존재
